agents,solveIndModel,solveNN,solveDynamic,solveStaticOverlap,solveStaticNonOverlap,solveStaticNoPool,solveGreedyDynamic,maxUtil
"[(0, 0.5, 0.25), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.720703125,0.5625,1.09375,1.09375,1.09375,1.0,1.09375,1.3125
"[(0, 0.5, 0.25), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.66796875,0.75,1.060546875,1.046875,1.046875,1.0,1.060546875,1.3125
"[(0, 0.5, 0.25), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.80859375,0.84375,1.248046875,1.234375,1.234375,1.1875,1.248046875,1.5
"[(0, 0.5, 0.25), (1, 0.5, 0.5), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.8583984375,0.984375,1.423828125,1.40625,1.40625,1.375,1.423828125,1.6875
"[(0, 0.5, 0.25), (1, 0.5, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.85546875,0.9660050675675675,1.21875,1.1875,1.1875,1.125,1.21875,1.5
"[(0, 0.5, 0.25), (1, 0.5, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.99609375,0.84375,1.40625,1.375,1.375,1.3125,1.40625,1.6875
"[(0, 0.5, 0.25), (1, 0.5, 0.5), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.0458984375,1.1230996621621623,1.58203125,1.5234375,1.515625,1.5,1.58203125,1.875
"[(0, 0.5, 0.25), (1, 0.5, 0.5), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.2333984375,1.2285684121621623,1.7578125,1.6875,1.6875,1.6875,1.7578125,2.0625
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.7890625,0.75,1.125,1.125,1.125,1.125,1.125,1.625
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.71484375,0.375,1.125,1.125,1.125,1.125,1.125,1.4375
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.80859375,0.375,1.21875,1.21875,1.21875,1.125,1.21875,1.625
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.90234375,0.5625,1.359375,1.359375,1.3125,1.3125,1.359375,1.8125
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.708984375,0.375,1.03125,1.03125,1.03125,0.9375,1.03125,1.25
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.802734375,0.375,1.171875,1.171875,1.171875,1.125,1.171875,1.4375
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.896484375,0.5625,1.3125,1.3125,1.3125,1.3125,1.3125,1.625
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.8203125,0.75,1.3125,1.3125,1.3125,1.125,1.3125,1.625
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.9609375,0.5625,1.453125,1.453125,1.453125,1.3125,1.453125,1.8125
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.025390625,0.84375,1.6171875,1.59375,1.59375,1.5,1.6171875,2.0
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.5009765625,0.375,0.84375,0.84375,0.84375,0.75,0.84375,1.0625
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.6416015625,0.65625,1.03125,1.03125,1.03125,0.9375,1.03125,1.25
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.744140625,0.5625,1.21875,1.21875,1.21875,1.125,1.21875,1.4375
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.69140625,0.75,1.171875,1.171875,1.171875,1.125,1.171875,1.4375
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.83203125,0.84375,1.359375,1.359375,1.359375,1.3125,1.359375,1.625
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.8818359375,0.984375,1.51171875,1.5,1.5,1.5,1.51171875,1.8125
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.85546875,0.375,1.3125,1.3125,1.3125,1.125,1.3125,1.625
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",1.01953125,0.84375,1.5,1.5,1.5,1.3125,1.5,1.8125
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.0693359375,0.84375,1.669921875,1.640625,1.640625,1.5,1.669921875,2.0
"[(0, 0.5, 0.25), (1, 0.75, 0.5), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.2099609375,1.2285684121621623,1.828125,1.78125,1.78125,1.6875,1.828125,2.1875
"[(0, 0.5, 0.25), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.4541015625,0.28125,0.6884765625,0.6875,0.6875,0.5625,0.6884765625,0.875
"[(0, 0.5, 0.25), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.6181640625,0.375,0.8759765625,0.84375,0.84375,0.75,0.8759765625,1.0625
"[(0, 0.5, 0.25), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.7587890625,0.5625,1.0634765625,1.03125,1.03125,0.9375,1.0634765625,1.25
"[(0, 0.5, 0.25), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.6796875,0.75,1.04296875,1.03125,1.03125,0.9375,1.04296875,1.25
"[(0, 0.5, 0.25), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.8203125,0.84375,1.23046875,1.21875,1.21875,1.125,1.23046875,1.4375
"[(0, 0.5, 0.25), (1, 0.25, 0.75), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.8818359375,0.984375,1.40625,1.40625,1.40625,1.3125,1.40625,1.625
"[(0, 0.5, 0.25), (1, 0.25, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.8671875,0.5625,1.20556640625,1.171875,1.171875,1.125,1.20556640625,1.4375
"[(0, 0.5, 0.25), (1, 0.25, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",1.0078125,0.84375,1.39306640625,1.359375,1.359375,1.3125,1.39306640625,1.625
"[(0, 0.5, 0.25), (1, 0.25, 0.75), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.0693359375,1.2490649131274132,1.56884765625,1.546875,1.546875,1.5,1.56884765625,1.8125
"[(0, 0.5, 0.25), (1, 0.25, 0.75), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.2568359375,1.1953125,1.73583984375,1.6875,1.6875,1.6875,1.73583984375,2.0
"[(0, 0.5, 0.25), (1, 0.5, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.90234375,0.5625,1.341796875,1.3125,1.3125,1.125,1.341796875,1.625
"[(0, 0.5, 0.25), (1, 0.5, 0.75), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",1.04296875,0.984375,1.529296875,1.5,1.5,1.3125,1.529296875,1.8125
"[(0, 0.5, 0.25), (1, 0.5, 0.75), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.1044921875,1.23046875,1.6962890625,1.6875,1.6875,1.5,1.6962890625,2.0
"[(0, 0.5, 0.25), (1, 0.5, 0.75), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.2919921875,0.94921875,1.8544921875,1.828125,1.828125,1.6875,1.8544921875,2.1875
"[(0, 0.5, 0.25), (1, 0.75, 0.75), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.3271484375,0.94921875,2.0126953125,1.96875,1.96875,1.6875,2.0126953125,2.375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.25)]",0.310546875,0.0,0.5625,0.5625,0.5625,0.5625,0.5625,0.9375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.25, 0.5)]",0.37109375,0.0,0.5625,0.5625,0.5625,0.5625,0.5625,0.875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.5, 0.5)]",0.33203125,0.0,0.625,0.625,0.625,0.625,0.625,1.0
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.5)]",0.36328125,0.375,0.75,0.75,0.75,0.75,0.75,1.125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.25, 0.75)]",0.392578125,0.0,0.5625,0.5625,0.5625,0.5625,0.5625,0.9375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.5, 0.75)]",0.369140625,0.0,0.75,0.75,0.75,0.75,0.75,1.125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.25), (4, 0.75, 0.75)]",0.416015625,0.5625,0.9375,0.9375,0.9375,0.9375,0.9375,1.3125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.25, 0.5)]",0.375,0.0,0.5625,0.5625,0.5625,0.5625,0.5625,0.8125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.5, 0.5)]",0.359375,0.0,0.625,0.625,0.625,0.625,0.625,0.9375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.75, 0.5)]",0.390625,0.0,0.75,0.75,0.75,0.75,0.75,1.0625
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.25, 0.75)]",0.3984375,0.0,0.5625,0.5625,0.5625,0.5625,0.5625,0.875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.5, 0.75)]",0.3984375,0.375,0.75,0.75,0.75,0.75,0.75,1.0625
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.5), (4, 0.75, 0.75)]",0.4453125,0.5625,0.9375,0.9375,0.9375,0.9375,0.9375,1.25
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.5, 0.5)]",0.38671875,0.0,0.6875,0.6875,0.6875,0.6875,0.6875,1.0625
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.75, 0.5)]",0.41796875,0.0,0.8125,0.8125,0.8125,0.8125,0.8125,1.1875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.25, 0.75)]",0.404296875,0.0,0.65625,0.65625,0.65625,0.625,0.65625,1.0
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.5, 0.75)]",0.451171875,0.375,0.8359375,0.8125,0.8125,0.8125,0.8359375,1.1875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.5), (4, 0.75, 0.75)]",0.474609375,0.5625,1.0234375,1.0,1.0,1.0,1.0234375,1.375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.4453125,0.375,0.9375,0.9375,0.9375,0.9375,0.9375,1.3125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.41015625,0.0,0.7734375,0.75,0.75,0.75,0.7734375,1.125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.45703125,0.375,0.9609375,0.9375,0.9375,0.9375,0.9609375,1.3125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.50390625,0.5625,1.1484375,1.125,1.125,1.125,1.1484375,1.5
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.41015625,0.0,0.65625,0.65625,0.65625,0.5625,0.65625,0.9375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.45703125,0.375,0.80859375,0.796875,0.796875,0.75,0.80859375,1.125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.50390625,0.5625,0.99609375,0.9375,0.9375,0.9375,0.99609375,1.3125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.4658203125,0.5625,0.99609375,0.9375,0.9375,0.9375,0.99609375,1.3125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.5478515625,0.84375,1.18359375,1.125,1.125,1.125,1.18359375,1.5
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.25), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.591796875,0.84375,1.37109375,1.3125,1.3125,1.3125,1.37109375,1.6875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.25, 0.5)]",0.28125,0.0,0.5,0.5,0.5,0.5,0.5,0.75
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.5, 0.5)]",0.34375,0.25,0.625,0.625,0.625,0.625,0.625,0.875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.75, 0.5)]",0.40625,0.0,0.75,0.75,0.75,0.75,0.75,1.0
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.25, 0.75)]",0.359375,0.0,0.5625,0.5625,0.5625,0.5625,0.5625,0.8125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.5, 0.75)]",0.421875,0.375,0.75,0.75,0.75,0.75,0.75,1.0
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.5), (4, 0.75, 0.75)]",0.515625,0.5625,0.9375,0.9375,0.9375,0.9375,0.9375,1.1875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.5)]",0.3671875,0.0,0.6875,0.6875,0.6875,0.6875,0.6875,1.0
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.5)]",0.4296875,0.0,0.8125,0.8125,0.8125,0.8125,0.8125,1.125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.25, 0.75)]",0.35546875,0.0,0.65625,0.65625,0.65625,0.625,0.65625,0.9375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.75)]",0.44921875,0.375,0.8359375,0.8125,0.8125,0.8125,0.8359375,1.125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.75)]",0.54296875,0.5625,1.0234375,1.0,1.0,1.0,1.0234375,1.3125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.453125,0.375,0.9375,0.9375,0.9375,0.9375,0.9375,1.25
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.3828125,0.0,0.7734375,0.75,0.75,0.75,0.7734375,1.0625
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.4765625,0.46875,0.9609375,0.9375,0.9375,0.9375,0.9609375,1.25
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.5703125,0.5625,1.1484375,1.125,1.125,1.125,1.1484375,1.4375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.427734375,0.0,0.65625,0.65625,0.65625,0.5625,0.65625,0.875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.498046875,0.375,0.80859375,0.796875,0.796875,0.75,0.80859375,1.0625
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.5703125,0.5625,0.99609375,0.9375,0.9375,0.9375,0.99609375,1.25
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.517578125,0.65625,0.99609375,0.9375,0.9375,0.9375,0.99609375,1.25
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.611328125,0.84375,1.18359375,1.125,1.125,1.125,1.18359375,1.4375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.65234375,0.984375,1.37109375,1.3125,1.3125,1.3125,1.37109375,1.625
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.5)]",0.4921875,0.0,0.75,0.75,0.75,0.75,0.75,1.125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.5)]",0.5546875,0.0,0.875,0.875,0.875,0.875,0.875,1.25
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.25, 0.75)]",0.49609375,0.0,0.71875,0.71875,0.71875,0.6875,0.71875,1.0625
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.5, 0.75)]",0.57421875,0.375,0.8828125,0.875,0.875,0.875,0.8828125,1.25
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.5), (4, 0.75, 0.75)]",0.66796875,0.5625,1.0703125,1.0625,1.0625,1.0625,1.0703125,1.4375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.578125,0.0,1.0,1.0,1.0,1.0,1.0,1.375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.5078125,0.0,0.84375,0.84375,0.84375,0.8125,0.84375,1.1875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.6015625,0.375,1.0078125,1.0,1.0,1.0,1.0078125,1.375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.6953125,0.5625,1.1953125,1.1875,1.1875,1.1875,1.1953125,1.5625
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.5078125,0.0,0.71875,0.71875,0.71875,0.625,0.71875,1.0
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.6015625,0.375,0.87890625,0.859375,0.859375,0.8125,0.87890625,1.1875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.6953125,0.5625,1.06640625,1.03125,1.03125,1.0,1.06640625,1.375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.642578125,0.65625,1.04296875,1.0,1.0,1.0,1.04296875,1.375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.736328125,0.84375,1.23046875,1.1875,1.1875,1.1875,1.23046875,1.5625
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.77734375,0.984375,1.41796875,1.375,1.375,1.375,1.41796875,1.75
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.5)]",0.703125,0.0,1.125,1.125,1.125,1.125,1.125,1.5
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.25, 0.75)]",0.6328125,0.0,0.9375,0.9375,0.9375,0.9375,0.9375,1.3125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.5, 0.75)]",0.7265625,0.375,1.125,1.125,1.125,1.125,1.125,1.5
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.5), (3, 0.75, 0.5), (4, 0.75, 0.75)]",0.8203125,0.5625,1.3125,1.3125,1.3125,1.3125,1.3125,1.6875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.6328125,0.0,0.84375,0.84375,0.84375,0.75,0.84375,1.125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.7265625,0.375,0.99609375,0.984375,0.984375,0.9375,0.99609375,1.3125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.5), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.8203125,0.5625,1.18359375,1.125,1.125,1.125,1.18359375,1.5
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.744140625,0.65625,1.16015625,1.125,1.125,1.125,1.16015625,1.5
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.5), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.861328125,0.84375,1.34765625,1.3125,1.3125,1.3125,1.34765625,1.6875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.5), (3, 0.75, 0.75), (4, 0.75, 0.75)]",0.90234375,0.84375,1.51171875,1.5,1.5,1.5,1.51171875,1.875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.25, 0.75)]",0.5478515625,0.0,0.69140625,0.69140625,0.69140625,0.5625,0.69140625,0.9375
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.5, 0.75)]",0.6533203125,0.375,0.8759765625,0.84375,0.84375,0.75,0.8759765625,1.125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.75), (3, 0.25, 0.75), (4, 0.75, 0.75)]",0.7236328125,0.5625,1.0634765625,1.03125,1.03125,0.9375,1.0634765625,1.3125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.7705078125,0.65625,1.025390625,0.984375,0.984375,0.9375,1.025390625,1.3125
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",0.8759765625,0.84375,1.212890625,1.171875,1.171875,1.125,1.212890625,1.5
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.25, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.0283203125,0.984375,1.388671875,1.3125,1.3125,1.3125,1.388671875,1.6875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.5, 0.75)]",0.9345703125,0.9660050675675675,1.18359375,1.125,1.125,1.125,1.18359375,1.5
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.75), (3, 0.5, 0.75), (4, 0.75, 0.75)]",1.0166015625,0.9140625,1.37109375,1.3125,1.3125,1.3125,1.37109375,1.6875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.5, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.1689453125,1.1230996621621623,1.546875,1.5,1.5,1.5,1.546875,1.875
"[(0, 0.75, 0.25), (1, 0.75, 0.25), (2, 0.75, 0.75), (3, 0.75, 0.75), (4, 0.75, 0.75)]",1.189453125,1.2285684121621623,1.72265625,1.6875,1.6875,1.6875,1.72265625,2.0625
